"spp","1","2","3","4","5","6","7","8"
"Lichmera_indistincta","1",NA,"1","1","1",NA,"1",NA
"Limicola_falcinellus","1","1","1","1","1",NA,"1",NA
"Limnodromus_semipalmatus","1","1","1",NA,"1",NA,"1",NA
"Limosa_lapponica","1","1","1","1","1","1","1","1"
"Limosa_limosa","1","1","1","1","1",NA,"1",NA
"Lonchura_castaneothorax","1",NA,"1",NA,"1",NA,"1",NA
"Lonchura_flaviprymna",NA,NA,NA,NA,"1",NA,"1",NA
"Lonchura_punctulata","1","1","1","1",NA,NA,NA,"1"
"Lophochroa_leadbeateri","1","1","1","1","1",NA,"1",NA
"Lophoictinia_isura","1","1","1","1","1",NA,"1","1"
"Lopholaimus_antarcticus","1",NA,"1",NA,NA,NA,NA,NA
"Lugensa_brevirostris","1","1","1","1","1","1",NA,NA
"Machaerirhynchus_flaviventer",NA,NA,"1",NA,NA,NA,NA,NA
"Macronectes_giganteus","1","1","1","1","1","1",NA,NA
"Macronectes_halli","1","1","1","1","1","1",NA,NA
"Macropygia_amboinensis","1","1","1",NA,NA,NA,NA,NA
"Malacorhynchus_membranaceus","1","1","1","1","1",NA,"1","1"
"Malurus_amabilis",NA,NA,"1",NA,NA,NA,NA,NA
"Malurus_coronatus",NA,NA,"1",NA,"1",NA,"1",NA
"Malurus_cyaneus","1","1","1","1",NA,"1",NA,"1"
"Malurus_elegans",NA,NA,NA,NA,"1",NA,NA,NA
"Malurus_lamberti","1","1","1","1","1",NA,"1","1"
"Malurus_leucopterus","1","1","1","1","1",NA,"1",NA
"Malurus_melanocephalus","1",NA,"1",NA,"1",NA,"1",NA
"Malurus_pulcherrimus",NA,NA,NA,"1","1",NA,NA,NA
"Malurus_splendens","1","1","1","1","1",NA,"1",NA
"Manorina_flavigula","1","1","1","1","1",NA,"1",NA
"Manorina_melanocephala","1","1","1","1",NA,"1",NA,"1"
"Manorina_melanophrys","1","1","1",NA,NA,NA,NA,"1"
"Manorina_melanotis","1","1",NA,"1",NA,NA,NA,NA
"Megalurus_gramineus","1","1","1","1","1","1","1","1"
"Megalurus_timoriensis","1",NA,"1",NA,"1",NA,"1",NA
"Megapodius_reinwardt",NA,NA,"1",NA,"1",NA,"1",NA
"Melanodryas_cucullata","1","1","1","1","1",NA,"1","1"
"Melanodryas_vittata",NA,NA,NA,NA,NA,"1",NA,NA
"Meleagris_gallopavo","1",NA,"1","1",NA,"1",NA,NA
"Meliphaga_albilineata",NA,NA,NA,NA,"1",NA,"1",NA
"Meliphaga_fordiana",NA,NA,NA,NA,"1",NA,NA,NA
"Meliphaga_gracilis",NA,NA,"1",NA,NA,NA,NA,NA
"Meliphaga_lewinii","1","1","1",NA,NA,NA,NA,"1"
"Meliphaga_notata",NA,NA,"1",NA,NA,NA,NA,NA
"Melithreptus_affinis",NA,NA,NA,NA,NA,"1",NA,NA
"Melithreptus_albogularis","1",NA,"1",NA,"1",NA,"1",NA
"Melithreptus_brevirostris","1","1","1","1","1",NA,NA,"1"
"Melithreptus_gularis","1","1","1","1","1",NA,"1",NA
"Melithreptus_lunatus","1","1","1","1","1",NA,NA,"1"
"Melithreptus_validirostris",NA,NA,NA,NA,NA,"1",NA,NA
"Melopsittacus_undulatus","1","1","1","1","1",NA,"1",NA
"Menura_alberti","1",NA,"1",NA,NA,NA,NA,NA
"Menura_novaehollandiae","1","1","1",NA,NA,NA,NA,"1"
"Merops_ornatus","1","1","1","1","1",NA,"1","1"
"Microcarbo_melanoleucos","1","1","1","1","1","1","1","1"
"Microeca_fascinans","1","1","1","1","1",NA,"1","1"
"Microeca_flavigaster",NA,NA,"1",NA,"1",NA,"1",NA
"Microeca_griseoceps",NA,NA,"1",NA,NA,NA,NA,NA
"Milvus_migrans","1","1","1","1","1",NA,"1",NA
"Mirafra_javanica","1","1","1","1","1",NA,"1","1"
"Monarcha_frater",NA,NA,"1",NA,NA,NA,NA,NA
"Monarcha_melanopsis","1","1","1",NA,NA,NA,NA,NA
"Morus_serrator","1","1","1","1","1","1","1",NA
"Motacilla_cinerea",NA,NA,"1","1","1","1","1",NA
"Motacilla_tschutschensis","1","1","1","1","1",NA,"1",NA
"Myiagra_alecto","1",NA,"1",NA,"1",NA,"1",NA
"Myiagra_cyanoleuca","1","1","1","1",NA,"1",NA,"1"
"Myiagra_inquieta","1","1","1","1","1",NA,"1","1"
"Myiagra_rubecula","1","1","1","1","1",NA,"1","1"
"Myiagra_ruficollis",NA,NA,"1",NA,"1",NA,"1",NA
"Myzomela_erythrocephala",NA,NA,"1",NA,"1",NA,"1",NA
"Myzomela_obscura","1",NA,"1",NA,"1",NA,"1",NA
"Myzomela_sanguinolenta","1","1","1",NA,NA,NA,NA,NA
"Nectarinia_jugularis",NA,NA,"1",NA,NA,NA,NA,NA
"Neochmia_modesta","1",NA,"1",NA,NA,NA,NA,NA
"Neochmia_phaeton",NA,NA,"1",NA,"1",NA,"1",NA
"Neochmia_ruficauda",NA,NA,"1",NA,"1",NA,"1",NA
"Neochmia_temporalis","1","1","1","1",NA,NA,NA,"1"
"Neophema_chrysogaster",NA,"1",NA,"1",NA,"1",NA,NA
"Neophema_chrysostoma","1","1","1","1",NA,"1",NA,NA
"Neophema_elegans",NA,"1",NA,"1","1",NA,NA,NA
"Neophema_petrophila",NA,NA,NA,"1","1",NA,NA,NA
"Neophema_pulchella","1","1","1",NA,NA,NA,NA,NA
"Neophema_splendida","1","1",NA,"1","1",NA,"1",NA
"Neopsephotus_bourkii","1",NA,"1","1","1",NA,"1",NA
"Nettapus_coromandelianus",NA,NA,"1",NA,NA,NA,NA,NA
"Nettapus_pulchellus",NA,NA,"1",NA,"1",NA,"1",NA
"Ninox_connivens","1","1","1","1","1",NA,"1","1"
"Ninox_novaeseelandiae","1","1","1","1","1","1","1","1"
"Ninox_rufa",NA,NA,"1",NA,"1",NA,"1",NA
"Ninox_strenua","1","1","1","1",NA,NA,NA,"1"
"Northiella_haematogaster","1","1","1","1","1",NA,NA,NA
"Numenius_madagascariensis","1","1","1","1","1","1","1",NA
"Numenius_minutus","1",NA,"1",NA,"1",NA,"1",NA
"Numenius_phaeopus","1","1","1","1","1","1","1",NA
"Numida_meleagris","1","1","1",NA,"1",NA,"1",NA
"Nycticorax_caledonicus","1","1","1","1","1","1","1","1"
"Nymphicus_hollandicus","1","1","1","1","1",NA,"1",NA
"Oceanites_oceanicus","1","1","1","1","1","1","1",NA
"Ocyphaps_lophotes","1","1","1","1","1",NA,"1","1"
"Onychoprion_anaethetus","1","1","1","1","1","1","1",NA
"Onychoprion_fuscata","1","1","1","1","1",NA,"1",NA
"Oreoica_gutturalis","1","1","1","1","1",NA,"1",NA
"Oreoscopus_gutturalis",NA,NA,"1",NA,NA,NA,NA,NA
"Origma_solitaria","1",NA,NA,NA,NA,NA,NA,NA
"Oriolus_flavocinctus",NA,NA,"1",NA,"1",NA,"1",NA
"Oriolus_sagittatus","1","1","1","1","1",NA,"1","1"
"Orthonyx_spaldingii",NA,NA,"1",NA,NA,NA,NA,NA
"Orthonyx_temminckii","1",NA,"1",NA,NA,NA,NA,NA
"Oxyura_australis","1","1","1","1","1","1",NA,"1"
"Pachycephala_griseiceps",NA,NA,"1",NA,NA,NA,NA,NA
"Pachycephala_inornata","1","1",NA,"1","1",NA,NA,NA
"Pachycephala_lanioides",NA,NA,"1",NA,"1",NA,"1",NA
"Pachycephala_melanura",NA,NA,"1",NA,"1",NA,"1",NA
"Pachycephala_olivacea","1","1","1","1",NA,"1",NA,"1"
"Pachycephala_pectoralis","1","1","1","1","1","1",NA,"1"
"Pachycephala_rufiventris","1","1","1","1","1",NA,"1","1"
"Pachycephala_rufogularis","1","1",NA,"1",NA,NA,NA,NA
"Pachycephala_simplex",NA,NA,"1",NA,NA,NA,"1",NA
"Pachyptila_belcheri","1","1","1","1","1","1",NA,NA
"Pachyptila_desolata","1","1","1","1","1","1",NA,NA
"Pachyptila_salvini","1","1","1","1","1","1",NA,NA
"Pachyptila_turtur","1","1","1","1","1","1",NA,NA
"Pachyptila_vittata","1","1","1","1","1","1",NA,NA
"Pandion_cristatus","1","1","1","1","1","1","1","1"
"Pandion_haliaetus","1",NA,"1","1","1",NA,"1",NA
"Pardalotus_punctatus","1","1","1","1","1","1",NA,"1"
"Pardalotus_quadragintus",NA,NA,NA,NA,NA,"1",NA,NA
"Pardalotus_rubricatus","1",NA,"1","1","1",NA,"1",NA
"Pardalotus_striatus","1","1","1","1","1","1","1","1"
"Passer_domesticus","1","1","1","1","1","1","1","1"
"Passer_montanus","1","1",NA,NA,NA,NA,NA,NA
"Pavo_cristatus","1","1","1","1","1","1","1","1"
"Pedionomus_torquatus","1","1","1","1",NA,NA,NA,NA
"Pelagodroma_marina","1","1",NA,"1","1","1","1","1"
"Pelecanoides_urinatrix","1","1","1","1","1","1",NA,NA
"Pelecanus_conspicillatus","1","1","1","1","1","1","1","1"
"Peltohyas_australis","1","1","1","1","1",NA,"1",NA
"Peneoenanthe_pulverulenta",NA,NA,"1",NA,"1",NA,"1",NA
"Petrochelidon_ariel","1","1","1","1","1",NA,"1","1"
"Petrochelidon_nigricans","1","1","1","1","1","1","1","1"
"Petroica_boodang","1","1","1","1","1","1","1","1"
"Petroica_goodenovii","1","1","1","1","1",NA,"1","1"
"Petroica_multicolor","1","1","1","1","1","1",NA,NA
"Petroica_phoenicea","1","1","1","1",NA,"1",NA,"1"
"Petroica_rodinogaster","1","1",NA,NA,NA,"1",NA,"1"
"Petroica_rosea","1","1","1","1",NA,NA,NA,"1"
"Petrophassa_albipennis",NA,NA,NA,NA,"1",NA,"1",NA
"Petrophassa_rufipennis",NA,NA,NA,NA,NA,NA,"1",NA
"Pezoporus_occidentalis","1",NA,"1","1","1",NA,"1",NA
"Pezoporus_wallicus","1","1","1",NA,"1","1",NA,NA
"Phaethon_lepturus","1","1","1","1","1",NA,"1",NA
"Phaethon_rubricauda","1","1","1","1","1","1","1",NA
"Phalacrocorax_carbo","1","1","1","1","1","1","1","1"
"Phalacrocorax_fuscescens","1","1",NA,"1","1","1",NA,NA
"Phalacrocorax_sulcirostris","1","1","1","1","1","1","1","1"
"Phalacrocorax_varius","1","1","1","1","1",NA,"1","1"
"Phalaropus_lobatus","1","1",NA,"1","1",NA,"1",NA
"Phaps_chalcoptera","1","1","1","1","1","1","1","1"
"Phaps_elegans","1","1","1","1","1","1",NA,"1"
"Phaps_histrionica","1",NA,"1","1","1",NA,"1",NA
"Phasianus_colchicus","1","1","1","1","1","1",NA,"1"
"Philemon_argenticeps",NA,NA,"1",NA,"1",NA,"1",NA
"Philemon_buceroides",NA,NA,"1",NA,NA,NA,"1",NA
"Philemon_citreogularis","1","1","1","1","1",NA,"1","1"
"Philemon_corniculatus","1","1","1",NA,NA,NA,NA,"1"
"Philomachus_pugnax","1","1","1","1","1","1","1",NA
"Phoebetria_fusca","1","1","1","1","1","1",NA,NA
"Phoebetria_palpebrata","1","1",NA,"1",NA,"1",NA,NA
"Phonygammus_keraudrenii",NA,NA,"1",NA,NA,NA,NA,NA
"Phylidonyris_albifrons","1","1","1","1","1",NA,"1",NA
"Phylidonyris_niger","1",NA,"1",NA,"1",NA,NA,NA
"Phylidonyris_novaehollandiae","1","1","1","1","1","1",NA,"1"
"Phylidonyris_pyrrhoptera","1","1",NA,"1",NA,"1",NA,"1"
"Pitta_erythrogaster",NA,NA,"1",NA,NA,NA,NA,NA
"Pitta_iris",NA,NA,NA,NA,"1",NA,"1",NA
"Pitta_versicolor","1",NA,"1",NA,NA,NA,NA,NA
"Platalea_flavipes","1","1","1","1","1",NA,"1","1"
"Platalea_regia","1","1","1","1","1",NA,"1","1"
"Platycercus_adscitus","1",NA,"1",NA,NA,NA,NA,NA
"Platycercus_caledonicus",NA,NA,NA,NA,NA,"1",NA,NA
"Platycercus_elegans","1","1","1","1",NA,NA,NA,"1"
"Platycercus_eximius","1","1","1","1",NA,"1",NA,"1"
"Platycercus_icterotis",NA,NA,NA,NA,"1",NA,NA,NA
"Platycercus_venustus",NA,NA,"1",NA,"1",NA,"1",NA
"Plectorhyncha_lanceolata","1","1","1","1",NA,NA,NA,NA
"Plegadis_falcinellus","1","1","1","1","1",NA,"1","1"
"Pluvialis_dominicus","1",NA,"1","1","1","1",NA,NA
"Pluvialis_fulva","1","1","1","1","1","1","1","1"
"Pluvialis_squatarola","1","1","1","1","1","1","1",NA
"Podargus_ocellatus","1",NA,"1",NA,NA,NA,NA,NA
"Podargus_papuensis","1",NA,"1",NA,NA,NA,NA,NA
"Podargus_strigoides","1","1","1","1","1","1","1","1"
"Podiceps_cristatus","1","1","1","1","1","1",NA,"1"
"Poecilodryas_cerviniventris",NA,NA,"1",NA,"1",NA,"1",NA
"Poecilodryas_superciliosa",NA,NA,"1",NA,NA,NA,NA,NA
"Poephila_acuticauda",NA,NA,"1",NA,"1",NA,"1",NA
"Poephila_cincta",NA,NA,"1",NA,NA,NA,NA,NA
"Poephila_personata",NA,NA,"1",NA,"1",NA,"1",NA
"Poliocephalus_poliocephalus","1","1","1","1","1","1","1","1"
"Polytelis_alexandrae",NA,NA,NA,"1","1",NA,"1",NA
"Polytelis_anthopeplus","1","1",NA,"1","1",NA,NA,NA
"Polytelis_swainsonii","1","1",NA,NA,NA,NA,NA,"1"
"Pomatostomus_halli","1",NA,"1",NA,NA,NA,NA,NA
"Pomatostomus_ruficeps","1","1","1","1",NA,NA,NA,NA
"Pomatostomus_superciliosus","1","1","1","1","1",NA,"1","1"
"Pomatostomus_temporalis","1","1","1","1","1",NA,"1",NA
"Porphyrio_porphyrio","1","1","1","1","1","1","1","1"
"Porzana_cinerea","1",NA,"1",NA,"1",NA,"1",NA
"Porzana_fluminea","1","1","1","1","1",NA,NA,"1"
"Porzana_pusilla","1","1","1","1","1",NA,NA,"1"
"Porzana_tabuensis","1","1","1","1","1","1","1","1"
"Probosciger_aterrimus",NA,NA,"1",NA,NA,NA,NA,NA
"Procellaria_aequinoctialis","1","1","1","1","1","1",NA,"1"
"Procellaria_cinerea","1","1",NA,"1","1","1",NA,NA
"Procellaria_parkinsoni","1",NA,NA,NA,NA,NA,NA,NA
"Procellaria_westlandica","1","1",NA,NA,NA,NA,NA,NA
"Procelsterna_cerulea","1",NA,"1","1",NA,NA,NA,NA
"Psephotus_dissimilis",NA,NA,NA,NA,NA,NA,"1",NA
"Psephotus_haematonotus","1","1","1","1",NA,NA,NA,"1"
"Psephotus_varius","1","1","1","1","1",NA,"1",NA
"Pseudobulweria_rostrata","1",NA,NA,NA,NA,NA,"1",NA
"Psitteuteles_versicolor",NA,NA,"1",NA,"1",NA,"1",NA
"Psophodes_cristatus","1",NA,"1","1",NA,NA,"1",NA
"Psophodes_nigrogularis",NA,NA,NA,"1","1",NA,NA,NA
"Psophodes_occidentalis",NA,NA,"1","1","1",NA,"1",NA
"Psophodes_olivaceus","1","1","1",NA,NA,NA,NA,"1"
"Pterodroma_cervicalis","1",NA,NA,NA,NA,NA,NA,NA
"Pterodroma_cookii","1",NA,NA,NA,NA,NA,NA,NA
"Pterodroma_inexpectata","1","1","1","1",NA,"1",NA,NA
"Pterodroma_lessonii","1","1",NA,"1","1","1",NA,NA
"Pterodroma_leucoptera","1",NA,"1",NA,NA,"1",NA,NA
"Pterodroma_macroptera","1","1","1","1","1","1",NA,NA
"Pterodroma_mollis","1","1","1","1","1","1",NA,NA
"Pterodroma_neglecta","1",NA,NA,NA,NA,NA,NA,NA
"Pterodroma_nigripennis","1","1","1",NA,NA,NA,NA,NA
"Pterodroma_solandri","1",NA,"1","1",NA,NA,NA,NA
"Ptilinopus_cinctus",NA,NA,NA,NA,NA,NA,"1",NA
"Ptilinopus_magnificus","1",NA,"1",NA,NA,NA,NA,NA
"Ptilinopus_regina","1",NA,"1",NA,"1",NA,"1",NA
"Ptilinopus_superbus","1",NA,"1",NA,NA,NA,NA,NA
"Ptilonorhynchus_cerviniventris",NA,NA,"1",NA,NA,NA,NA,NA
"Ptilonorhynchus_guttatus",NA,NA,NA,"1","1",NA,"1",NA
"Ptilonorhynchus_maculatus","1","1","1",NA,NA,NA,NA,NA
"Ptilonorhynchus_nuchalis",NA,NA,"1",NA,"1",NA,"1",NA
"Ptilonorhynchus_violaceus","1","1","1",NA,NA,NA,NA,"1"
"Ptiloris_magnificus",NA,NA,"1",NA,NA,NA,NA,NA
"Ptiloris_paradiseus","1",NA,"1",NA,NA,NA,NA,NA
"Ptiloris_victoriae",NA,NA,"1",NA,NA,NA,NA,NA
"Puffinus_assimilis","1","1","1",NA,"1","1",NA,NA
"Puffinus_gavia","1","1","1","1","1","1",NA,NA
"Puffinus_griseus","1","1","1",NA,"1","1",NA,NA
"Puffinus_huttoni","1","1","1","1","1","1",NA,NA
"Puffinus_tenuirostris","1","1","1","1","1","1","1",NA
"Purnella_albifrons","1","1","1","1","1",NA,"1",NA
"Purpureicephalus_spurius",NA,NA,NA,NA,"1",NA,NA,NA
"Pycnonotus_jocosus","1","1","1","1",NA,NA,NA,"1"
"Pycnoptilus_floccosus","1","1",NA,NA,NA,NA,NA,"1"
"Pyrrholaemus_brunneus","1","1","1","1","1",NA,"1",NA
"Rallina_tricolor",NA,NA,"1",NA,NA,NA,NA,NA
"Ramsayornis_fasciatus",NA,NA,"1",NA,"1",NA,"1",NA
"Ramsayornis_modestus",NA,NA,"1",NA,NA,NA,NA,NA
"Recurvirostra_novaehollandiae","1","1","1","1","1",NA,"1",NA
"Rhipidura_albiscapa","1","1","1","1","1","1","1","1"
"Rhipidura_dryas","1",NA,"1",NA,"1",NA,"1",NA
"Rhipidura_fuliginosa","1","1","1","1","1","1","1","1"
"Rhipidura_leucophrys","1","1","1","1","1",NA,"1","1"
"Rhipidura_phasiana",NA,NA,"1",NA,"1",NA,"1",NA
"Rhipidura_rufifrons","1","1","1","1","1",NA,"1","1"
"Rhipidura_rufiventris",NA,NA,"1",NA,"1",NA,"1",NA
"Rostratula_australis","1","1","1","1","1",NA,"1","1"
"Scenopoeetes_dentirostris",NA,NA,"1",NA,NA,NA,NA,NA
"Scythrops_novaehollandiae","1","1","1",NA,"1",NA,"1","1"
"Sericornis_beccarii",NA,NA,"1",NA,NA,NA,NA,NA
"Sericornis_citreogularis","1",NA,"1",NA,NA,NA,NA,NA
"Sericornis_frontalis","1","1","1","1","1","1",NA,"1"
"Sericornis_humilis",NA,NA,NA,NA,NA,"1",NA,NA
"Sericornis_keri",NA,NA,"1",NA,NA,NA,NA,NA
"Sericornis_magnirostra","1","1","1",NA,NA,NA,NA,NA
"Sericulus_chrysocephalus","1",NA,"1",NA,NA,NA,NA,NA
"Smicrornis_brevirostris","1","1","1","1","1",NA,"1","1"
"Sphecotheres_vieilloti","1","1","1",NA,"1",NA,"1",NA
"Sphecotheres_viridis","1",NA,"1","1","1",NA,"1","1"
"Stagonopleura_bella","1","1",NA,"1",NA,"1",NA,NA
"Stagonopleura_guttata","1","1","1","1",NA,NA,NA,"1"
"Stagonopleura_oculata",NA,NA,NA,NA,"1",NA,NA,NA
"Stercorarius_antarcticus","1","1","1","1","1","1",NA,NA
"Stercorarius_longicaudus","1",NA,"1",NA,"1",NA,"1",NA
"Stercorarius_parasiticus","1","1","1","1","1","1","1",NA
"Stercorarius_pomarinus","1","1","1","1",NA,"1","1",NA
"Stercorarius_skua","1","1",NA,"1",NA,NA,NA,NA
"Sterna_dougallii",NA,NA,"1",NA,"1",NA,"1",NA
"Sterna_hirundo","1","1","1","1","1","1","1",NA
"Sterna_nereis","1","1",NA,"1","1","1",NA,NA
"Sterna_paradisaea","1","1","1","1","1","1",NA,NA
"Sterna_striata","1","1","1","1",NA,"1",NA,NA
"Sterna_sumatrana","1",NA,"1",NA,"1",NA,"1",NA
"Sternula_albifrons","1","1","1","1","1","1","1",NA
"Sternula_nereis","1","1","1","1","1","1",NA,NA
"Stictonetta_naevosa","1","1","1","1","1",NA,NA,"1"
"Stiltia_isabella","1","1","1","1","1",NA,"1",NA
"Stipiturus_malachurus","1","1","1","1","1","1",NA,NA
"Stipiturus_mallee",NA,"1",NA,"1",NA,NA,NA,NA
"Stipiturus_ruficeps",NA,NA,"1","1","1",NA,"1",NA
"Strepera_fuliginosa",NA,NA,NA,NA,NA,"1",NA,NA
"Strepera_graculina","1","1","1","1",NA,NA,NA,"1"
"Strepera_versicolor","1","1",NA,"1","1","1",NA,"1"
"Streptopelia_chinensis","1","1","1","1","1","1","1","1"
"Streptopelia_roseogrisea","1","1","1","1",NA,"1","1","1"
"Streptopelia_senegalensis","1",NA,"1",NA,"1",NA,NA,NA
"Struthidea_cinerea","1","1","1","1",NA,NA,"1",NA
"Sturnus_tristis","1","1","1",NA,NA,NA,NA,"1"
"Sturnus_vulgaris","1","1","1","1","1","1","1","1"
"Sugomel_niger","1","1","1","1","1",NA,"1",NA
"Sula_dactylatra","1","1","1","1","1",NA,"1",NA
"Sula_leucogaster","1","1","1",NA,"1",NA,"1",NA
"Sula_sula","1",NA,"1",NA,NA,NA,"1",NA
"Syma_torotoro",NA,NA,"1",NA,NA,NA,NA,NA
"Symposiachrus_trivirgatus","1",NA,"1",NA,NA,NA,NA,NA
"Tachybaptus_novaehollandiae","1","1","1","1","1","1","1","1"
"Tadorna_radjah",NA,NA,"1",NA,"1",NA,"1",NA
"Tadorna_tadornoides","1","1","1","1","1","1",NA,"1"
"Taeniopygia_bichenovii","1","1","1",NA,"1",NA,"1","1"
"Taeniopygia_guttata","1","1","1","1","1",NA,"1",NA
"Tanysiptera_sylvia",NA,NA,"1",NA,NA,NA,NA,NA
"Thalassarche_bulleri","1","1",NA,NA,NA,"1",NA,NA
"Thalassarche_cauta","1","1","1","1","1","1",NA,NA
"Thalassarche_chlororhynchos","1","1",NA,"1","1","1",NA,NA
"Thalassarche_chrysostoma","1","1","1","1","1","1",NA,NA
"Thalassarche_melanophris","1","1","1","1","1","1",NA,NA
"Thalasseus_bengalensis","1",NA,"1",NA,"1",NA,"1",NA
"Thalasseus_bergii","1","1","1","1","1","1","1",NA
"Thalassoica_antarctica",NA,"1",NA,"1",NA,"1",NA,NA
"Thinornis_rubricollis","1","1",NA,"1","1","1",NA,NA
"Threskiornis_molucca","1","1","1","1","1",NA,"1","1"
"Threskiornis_spinicollis","1","1","1","1","1",NA,"1","1"
"Todiramphus_chloris","1",NA,"1",NA,"1",NA,"1",NA
"Todiramphus_macleayii","1",NA,"1",NA,NA,NA,"1",NA
"Todiramphus_pyrrhopygius","1","1","1","1","1",NA,"1","1"
"Todiramphus_sanctus","1","1","1","1","1",NA,"1","1"
"Tregellasia_capito","1",NA,"1",NA,NA,NA,NA,NA
"Tregellasia_leucops",NA,NA,"1",NA,NA,NA,NA,NA
"Tribonyx_mortierii",NA,NA,NA,NA,NA,"1",NA,NA
"Tribonyx_ventralis","1","1","1","1","1",NA,"1",NA
"Trichodere_cockerelli",NA,NA,"1",NA,NA,NA,NA,NA
"Trichoglossus_chlorolepidotus","1",NA,"1",NA,NA,NA,NA,"1"
"Trichoglossus_haematodus","1","1","1","1","1","1","1","1"
"Tringa_brevipes","1","1","1","1","1","1","1",NA
"Tringa_glareola","1","1","1","1","1",NA,"1","1"
"Tringa_incana","1",NA,"1",NA,NA,NA,"1",NA
"Tringa_nebularia","1","1","1","1","1","1","1","1"
"Tringa_stagnatilis","1","1","1","1","1",NA,"1","1"
"Tringa_totanus","1","1","1","1","1",NA,"1",NA
"Tryngites_subruficollis","1","1","1","1","1","1","1",NA
"Turdus_merula","1","1","1","1",NA,"1",NA,"1"
"Turdus_philomelos","1","1",NA,NA,NA,NA,NA,NA
"Turnix_castanotus",NA,NA,NA,NA,"1",NA,"1",NA
"Turnix_maculosus","1",NA,"1",NA,"1",NA,"1",NA
"Turnix_melanogaster",NA,NA,"1",NA,NA,NA,NA,NA
"Turnix_pyrrhothorax","1","1","1","1","1",NA,"1","1"
"Turnix_varius","1","1","1","1","1","1",NA,"1"
"Turnix_velox","1","1","1","1","1",NA,"1","1"
"Tyto_alba","1","1","1","1","1",NA,"1","1"
"Tyto_capensis","1",NA,"1","1","1",NA,"1",NA
"Tyto_javanica","1","1","1","1","1","1","1","1"
"Tyto_longimembris","1",NA,"1","1","1",NA,"1",NA
"Tyto_novaehollandiae","1","1","1",NA,"1","1","1","1"
"Tyto_tenebricosa","1","1","1",NA,NA,NA,NA,NA
"Vanellus_miles","1","1","1","1","1","1","1","1"
"Vanellus_tricolor","1","1","1","1","1","1","1","1"
"Xanthotis_flaviventer",NA,NA,"1",NA,NA,NA,NA,NA
"Xanthotis_macleayanus",NA,NA,"1",NA,NA,NA,NA,NA
"Xenus_cinereus","1","1","1","1","1","1","1",NA
"Zoothera_heinei","1",NA,"1",NA,NA,NA,NA,NA
"Zoothera_lunulata","1","1","1","1",NA,"1",NA,"1"
"Zosterops_lateralis","1","1","1","1","1","1",NA,"1"
"Zosterops_luteus",NA,NA,"1",NA,"1",NA,"1",NA
NA,NA,NA,NA,NA,NA,NA,NA,NA
